3.996748e+002,0.000000e+000
4.001569e+002,5.100001e+001
4.006390e+002,5.177414e+001
4.011211e+002,5.269496e+001
4.016032e+002,5.383368e+001
4.020854e+002,5.514300e+001
4.025675e+002,5.648717e+001
4.030496e+002,5.772824e+001
4.035317e+002,5.876791e+001
4.040138e+002,5.956201e+001
4.044959e+002,6.009707e+001
4.049781e+002,6.036557e+001
4.054602e+002,6.036630e+001
4.059423e+002,6.011531e+001
4.064244e+002,5.966013e+001
4.069065e+002,5.907404e+001
4.073886e+002,5.843911e+001
4.078708e+002,5.783574e+001
4.083529e+002,5.732617e+001
4.088350e+002,5.695286e+001
4.093171e+002,5.672847e+001
4.097992e+002,5.663650e+001
4.102813e+002,5.663221e+001
4.107635e+002,5.666512e+001
4.112456e+002,5.669738e+001
4.117277e+002,5.670881e+001
4.122098e+002,5.670211e+001
4.126919e+002,5.669304e+001
4.131740e+002,5.670565e+001
4.136562e+002,5.675843e+001
4.141383e+002,5.686215e+001
4.146204e+002,5.701479e+001
4.151025e+002,5.720440e+001
4.155846e+002,5.740636e+001
4.160667e+002,5.757903e+001
4.165489e+002,5.766640e+001
4.170310e+002,5.759662e+001
4.175131e+002,5.731110e+001
4.179952e+002,5.680067e+001
4.184773e+002,5.613898e+001
4.189594e+002,5.546432e+001
4.194416e+002,5.492052e+001
4.199237e+002,5.460194e+001
4.204058e+002,5.452262e+001
4.208879e+002,5.463941e+001
4.213700e+002,5.488445e+001
4.218521e+002,5.519745e+001
4.223343e+002,5.553318e+001
4.228164e+002,5.586620e+001
4.232985e+002,5.618660e+001
4.237806e+002,5.648558e+001
4.242627e+002,5.674931e+001
4.247448e+002,5.695956e+001
4.252270e+002,5.709584e+001
4.257091e+002,5.714655e+001
4.261912e+002,5.711244e+001
4.266733e+002,5.700521e+001
4.271554e+002,5.684136e+001
4.276375e+002,5.663773e+001
4.281197e+002,5.640899e+001
4.286018e+002,5.616764e+001
4.290839e+002,5.593217e+001
4.295660e+002,5.573197e+001
4.300481e+002,5.560501e+001
4.305302e+002,5.559598e+001
4.310124e+002,5.573961e+001
4.314945e+002,5.604372e+001
4.319766e+002,5.647929e+001
4.324587e+002,5.698092e+001
4.329408e+002,5.745832e+001
4.334229e+002,5.781630e+001
4.339051e+002,5.798854e+001
4.343872e+002,5.794928e+001
4.348693e+002,5.772478e+001
4.353514e+002,5.738145e+001
4.358335e+002,5.701099e+001
4.363156e+002,5.669836e+001
4.367978e+002,5.649586e+001
4.372799e+002,5.641862e+001
4.377620e+002,5.644662e+001
4.382441e+002,5.654228e+001
4.387262e+002,5.666183e+001
4.392083e+002,5.676990e+001
4.396905e+002,5.684282e+001
4.401726e+002,5.687018e+001
4.406547e+002,5.685489e+001
4.411368e+002,5.681155e+001
4.416189e+002,5.676184e+001
4.421010e+002,5.672786e+001
4.425832e+002,5.672800e+001
4.430653e+002,5.677024e+001
4.435474e+002,5.684990e+001
4.440295e+002,5.695187e+001
4.445116e+002,5.705669e+001
4.449937e+002,5.714757e+001
